home, homescore, awayscore, away, date, group
AC Ajaccio, 3, 1, Sochaux, "Saturday, May 28, 2005", "Francois-Coty  (7,182)"
AJ Auxerre, 1, 3, Lille, "Saturday, May 28, 2005", "Abbe-Deschamps (13,000)"
AS Monaco, 1, 1, St Etienne, "Saturday, May 28, 2005", "Stade Louis II (17,906)"
Bordeaux, 3, 3, Marseille, "Saturday, May 28, 2005", "Parc Lescure (32,750)"
FC Istres, 3, 2, Caen, "Saturday, May 28, 2005", " (3,000)"
Lens, 1, 0, Toulouse, "Saturday, May 28, 2005", "Felix-Bollaert  (40,000)"
Lyon, 0, 0, Nice, "Saturday, May 28, 2005", "Municipal De Gerland (38,244)"
Nantes, 1, 0, Metz, "Saturday, May 28, 2005", "La Beaujoire (36,000)"
Paris Saint-Germain , 1, 0, Stade Rennes, "Saturday, May 28, 2005", "Parc de Princes (40,000)"
Strasbourg, 2, 0, Bastia, "Saturday, May 28, 2005", "La Meinau (17,730)"
Bastia, 3, 1, Lens, "Saturday, May 21, 2005", "Armand-Cesari-Furiani Stadium (5,000)"
Bordeaux, 1, 1, AS Monaco, "Saturday, May 21, 2005", "Parc Lescure (22,484)"
Lille, 0, 2, AC Ajaccio, "Saturday, May 21, 2005", "Lille Metropole (16,861)"
Marseille, 0, 1, Lyon, "Saturday, May 21, 2005", "Velodrome (58,000)"
Metz, 3, 2, Paris Saint-Germain , "Saturday, May 21, 2005", "Saint-Symphorien  (23,874)"
Nice, 1, 0, AJ Auxerre, "Saturday, May 21, 2005", "Municipal du Ray (15,475)"
Sochaux, 1, 0, Nantes, "Saturday, May 21, 2005", "Auguste-Bonal (18,578)"
St Etienne, 2, 0, FC Istres, "Saturday, May 21, 2005", "Geoffroy-Guichard (35,000)"
Stade Rennes, 4, 0, Strasbourg, "Saturday, May 21, 2005", "Route de Lorient  (28,419)"
Toulouse, 2, 3, Caen, "Saturday, May 21, 2005", "Stadium Municipal (18,996)"
Lyon, 5, 1, Bordeaux, "Sunday, May 15, 2005", "Municipal De Gerland (38,000)"
Nantes, 1, 3, Lille, "Saturday, May 14, 2005", "La Beaujoire (31,000)"
AC Ajaccio, 0, 1, Nice, "Saturday, May 14, 2005", "Francois-Coty  (5,738)"
AJ Auxerre, 0, 0, Marseille, "Saturday, May 14, 2005", "Abbe-Deschamps (21,000)"
AS Monaco, 5, 2, Bastia, "Saturday, May 14, 2005", "Stade Louis II (9,863)"
Caen, 2, 0, St Etienne, "Saturday, May 14, 2005", "Michel-d'Ornano (20,849)"
FC Istres, 1, 0, Toulouse, "Saturday, May 14, 2005", " (4,000)"
Lens, 5, 2, Stade Rennes, "Saturday, May 14, 2005", "Felix-Bollaert  (38,550)"
Paris Saint-Germain , 2, 2, Sochaux, "Saturday, May 14, 2005", "Parc de Princes (32,000)"
Strasbourg, 3, 1, Metz, "Saturday, May 14, 2005", "La Meinau (23,959)"
Lyon, 2, 1, AC Ajaccio, "Sunday, May 8, 2005", "Municipal De Gerland (38,948)"
Marseille, 2, 3, Caen, "Saturday, May 7, 2005", "Velodrome (53,000)"
Bastia, 2, 0, FC Istres, "Saturday, May 7, 2005", "Armand-Cesari-Furiani Stadium (5,017)"
Lille, 1, 0, Paris Saint-Germain , "Saturday, May 7, 2005", "Lille Metropole (16,823)"
Metz, 1, 1, Lens, "Saturday, May 7, 2005", "Saint-Symphorien  (19,802)"
Nice, 0, 0, Nantes, "Saturday, May 7, 2005", "Municipal du Ray (15,639)"
Sochaux, 1, 2, Strasbourg, "Saturday, May 7, 2005", "Auguste-Bonal (18,519)"
Stade Rennes, 0, 0, AS Monaco, "Saturday, May 7, 2005", "Route de Lorient  (29,085)"
Toulouse, 0, 2, St Etienne, "Saturday, May 7, 2005", "Stadium Municipal (26,299)"
Bordeaux, 0, 0, AJ Auxerre, "Friday, May 6, 2005", "Parc Lescure (20,586)"
AS Monaco, 2, 0, Lille, "Sunday, May 1, 2005", "Stade Louis II (11,594)"
AJ Auxerre, 3, 2, Toulouse, "Friday, April 29, 2005", "Abbe-Deschamps (10,000)"
AJ Auxerre, 0, 3, Lyon, "Sunday, April 24, 2005", "Abbe-Deschamps (14,000)"
